Gene,Temp37_effect_size,Temp37_fdr
orf19.5634,-0.242467703,0.4994036
orf19.1953,-0.242690279,0.860757886
orf19.4603,-0.245733071,0.960207296
orf19.4955,-0.245735873,0.513419707
orf19.7083,-0.24614964,0.377901139
orf19.2605,-0.246592064,0.526721606
orf19.4525,-0.247306056,0.4571331
orf19.2676,-0.248202467,0.501376156
orf19.1311,-0.249310281,0.465834865
orf19.7614,-0.250933838,0.421808085
orf19.4689,-0.252759017,0.59070562
orf19.345,-0.255073533,0.32052592
orf19.4062,-0.256836418,0.549697388
orf19.3065,-0.256946813,0.428246683
orf19.3928,-0.257592491,0.555552122
orf19.2665,-0.260135658,0.525336562
orf19.6748,-0.260441955,0.450623612
orf19.6707,-0.262083382,0.504326574
orf19.6358,-0.262379069,0.461116971
orf19.1362,-0.263585301,0.537504108
orf19.1763,-0.264130091,0.925314684
orf19.4624,-0.264183681,0.592615124
orf19.4318,-0.264778392,0.474500113
orf19.6492,-0.265812684,0.617970452
orf19.1881,-0.266581049,0.501818747
orf19.2910,-0.26670243,0.597881972
orf19.6225,-0.26890783,0.561730871
orf19.4440,-0.269404589,0.431128146
orf19.6169,-0.271100454,0.411131118
orf19.1822,-0.271160337,0.363339131
orf19.1887,-0.271312098,0.431128146
orf19.5777,-0.273097498,0.617350582
orf19.2160,-0.273829558,0.442002985
orf19.6681,-0.275389271,0.553623623
orf19.4470,-0.275455583,0.42527502
orf19.7036,-0.275475725,0.727485681
orf19.4679,-0.278685629,0.388009522
orf19.5663,-0.278803058,0.417455845
orf19.4011,-0.278981403,0.480115935
orf19.1979,-0.279148669,0.413985914
orf19.7073,-0.279207264,0.411131118
orf19.936,-0.279992049,0.474500113
orf19.4614,-0.280042243,0.471860652
orf19.3395,-0.281249211,0.631138936
orf19.1364,-0.283227675,0.362929387
orf19.847,-0.284421532,0.434451296
orf19.4026,-0.286415682,0.455621444
orf19.240,-0.289255858,0.296581633
orf19.968,-0.289463676,0.464639631
orf19.5291,-0.293193001,0.467031109
orf19.2887,-0.293842306,0.480115935
orf19.7207,-0.294968179,0.564430175
orf19.3840,-0.295471769,0.434915927
orf19.3630,-0.296118053,0.434465157
orf19.789.1,-0.298005618,0.546197999
orf19.2850,-0.298140457,0.651063086
orf19.1445,-0.298184012,0.292399659
orf19.5447,-0.300030708,0.703325458
orf19.7010,-0.304481554,0.32052592
orf19.6297,-0.304628057,0.553413357
orf19.3456,-0.305094529,0.382579437
orf19.2102,-0.305132157,0.291383424
orf19.3308,-0.307011904,0.402188547
orf19.6801,-0.30741896,0.791401932
orf19.4887,-0.310028392,0.485594128
orf19.1156,-0.310470737,0.662134339
orf19.429,-0.310806095,0.346064061
orf19.6756,-0.311362528,0.453371125
orf19.99,-0.313652774,0.510946054
orf19.1300,-0.316001545,0.520203628
orf19.5640,-0.316614995,0.334648497
orf19.2092,-0.317592967,0.442002985
orf19.6874,-0.318342047,0.508663384
orf19.1911,-0.320015309,0.521246508
orf19.3071,-0.323375531,0.528291166
orf19.4240,-0.323578528,0.390050443
orf19.5023,-0.323976175,0.269592938
orf19.4807,-0.326252616,0.458485098
orf19.4658,-0.330132091,0.398536349
orf19.1298,-0.332900451,0.517851883
orf19.897,-0.333371762,0.428246683
orf19.7376,-0.335835821,0.261974603
orf19.2285,-0.337899169,0.836384944
orf19.1509,-0.337970617,0.504991419
orf19.2411,-0.340129659,0.236896603
orf19.4569,-0.346710329,0.300716086
orf19.3226,-0.34687681,0.465834865
orf19.5337,-0.348533869,0.480161507
orf19.3926,-0.351313388,0.649716944
orf19.2570,-0.354622191,0.223229074
orf19.2819,-0.359605157,0.501376156
orf19.7451,-0.362543832,0.364901275
orf19.2290,-0.362947874,0.408718847
orf19.4781,-0.363436197,0.327497212
orf19.3759,-0.363751653,0.469226926
orf19.3799,-0.363877634,0.364047793
orf19.6398,-0.364456339,0.24283527
orf19.4617,-0.366415456,0.248726334
orf19.4975,-0.366831579,0.213774168
orf19.7369,-0.36712694,0.203050352
orf19.2308,-0.368217506,0.2499997
orf19.392,-0.37083416,0.396103861
orf19.5760,-0.372375075,0.223156581
orf19.2008,-0.373567519,0.25691089
orf19.5839,-0.376757722,0.339307952
orf19.4145,-0.377263763,0.712995218
orf19.7436,-0.378758203,0.333786718
orf19.1910,-0.378936916,0.184404361
orf19.5364,-0.379561112,0.394029854
orf19.4833,-0.379827181,0.199102193
orf19.467,-0.379976547,0.351007657
orf19.3298,-0.384476189,0.259323062
orf19.2072,-0.384487115,0.861711127
orf19.3412,-0.386243299,0.339307952
orf19.6230,-0.389106603,0.235107575
orf19.1860.1,-0.391887429,0.134311205
orf19.778,-0.392465271,0.196101943
orf19.1891,-0.394149917,0.167731087
orf19.2583,-0.395735111,0.36114197
orf19.7501,-0.396375163,0.290063259
orf19.1853,-0.397434572,0.339816175
orf19.4091,-0.397556164,0.552968572
orf19.6059,-0.398155821,0.223156581
orf19.1499,-0.398513061,0.407872655
orf19.6064,-0.398653889,0.659134945
orf19.666,-0.398807388,0.363140087
orf19.7038,-0.401312108,0.651063086
orf19.5323,-0.402565993,0.195885734
orf19.4577,-0.40348416,0.364047793
orf19.6180,-0.403503875,0.243747174
orf19.24,-0.403625654,0.286925298
orf19.4866,-0.403697827,0.199102193
orf19.5826,-0.403703021,0.318841777
orf19.5702,-0.404642529,0.139572774
orf19.2991,-0.40482667,0.225799935
orf19.916,-0.404953069,0.234567603
orf19.4381,-0.405610137,0.228725334
orf19.2988,-0.407156924,0.291092392
orf19.350,-0.408852561,0.568920081
orf19.4372,-0.413258467,0.623972539
orf19.5250,-0.41594401,0.216171154
orf19.1773,-0.419130488,0.252254736
orf19.6166,-0.419231974,0.188385059
orf19.6817,-0.421345099,0.354573752
orf19.5869,-0.42160193,0.194531537
orf19.2706,-0.421753511,0.247163861
orf19.583,-0.426121596,0.282964665
orf19.3740,-0.427357378,0.599863943
orf19.6246,-0.429472028,0.143981887
orf19.5270,-0.431109917,0.447818081
orf19.1836,-0.431769046,0.656733609
orf19.2961,-0.435467126,0.201652728
orf19.1069,-0.435939483,0.247118929
orf19.2842,-0.437458516,0.452317464
orf19.7344,-0.439213919,0.605952683
orf19.836,-0.440079718,0.143221515
orf19.28,-0.440677778,0.501165948
orf19.4183,-0.441410097,0.220713927
orf19.2320,-0.442640622,0.213307419
orf19.1239,-0.446799447,0.170783065
orf19.4764,-0.44777378,0.223156581
orf19.4739,-0.457698201,0.363140087
orf19.2385,-0.460202614,0.225919271
orf19.5601,-0.461356287,0.160886975
orf19.445,-0.463227338,0.246945631
orf19.3319,-0.468272436,0.65038118
orf19.7128,-0.479238149,0.183681801
orf19.673,-0.482986142,0.210051008
orf19.5639,-0.486645327,0.334648497
orf19.2564,-0.486950199,0.114488117
orf19.1664,-0.487660879,0.314555538
orf19.3546,-0.488631719,0.053366621
orf19.7053,-0.490990192,0.134311205
orf19.6904,-0.491110721,0.302689933
orf19.3811,-0.491901858,0.176885781
orf19.7140,-0.496019556,0.307527965
orf19.4339,-0.496881467,0.266334603
orf19.26,-0.511607974,0.15933268
orf19.687,-0.514111444,0.045152717
orf19.314,-0.516596114,0.188860857
orf19.956,-0.516967306,0.287609337
orf19.1161,-0.522026209,0.197889031
orf19.7245,-0.52304513,0.211280566
orf19.7319,-0.526780715,0.59674067
orf19.4701,-0.528566065,0.320946163
orf19.2753,-0.529559384,0.25946666
orf19.696,-0.532471318,0.657969582
orf19.4010,-0.534023038,0.269592938
orf19.1249,-0.534671226,0.05590035
orf19.2553,-0.536926267,0.309940405
orf19.927,-0.539505782,0.161467969
orf19.6328,-0.541214551,0.025821061
orf19.5938,-0.541811353,0.312112098
orf19.2939,-0.545416083,0.066607555
orf19.3618,-0.547174115,0.265207528
orf19.470,-0.547430949,0.321255986
orf19.4447,-0.548876667,0.139897666
orf19.1042,-0.552193451,0.067558387
orf19.261,-0.553426572,0.243192787
orf19.5034,-0.553997719,0.138432001
orf19.2738,-0.554833537,0.040280724
orf19.1167,-0.555250787,0.118012325
orf19.4376,-0.555256788,0.228725334
orf19.7320,-0.560753791,0.555552122
orf19.7577,-0.562099413,0.136754372
orf19.5768,-0.566945901,0.099592213
orf19.3646,-0.569513337,0.123667931
orf19.671,-0.570324055,0.239756434
orf19.2309,-0.572414858,0.064623679
orf19.7056,-0.57411068,0.046186681
orf19.5849,-0.576055987,0.130108329
orf19.757,-0.583994719,0.107592877
orf19.2875,-0.584908023,0.051985459
orf19.5919,-0.585043062,0.561730871
orf19.7092,-0.585311168,0.073621743
orf19.216,-0.588938058,0.071724531
orf19.4195,-0.594003289,0.345492763
orf19.7650,-0.595825558,0.284423802
orf19.1721,-0.59982136,0.05790221
orf19.2261,-0.600787264,0.093131853
orf19.1323,-0.608919185,0.029723452
orf19.4759,-0.60943664,0.149642627
orf19.808,-0.609974741,0.101233363
orf19.7044,-0.610903294,0.30531511
orf19.7594,-0.619346933,0.112839766
orf19.3751,-0.620744034,0.037151781
orf19.3558,-0.623212511,0.038093355
orf19.4186,-0.630428684,0.023233497
orf19.6016,-0.631263757,0.120000994
orf19.3792,-0.632507591,0.030456885
orf19.242.2,-0.636252818,0.131691572
orf19.2378,-0.63835783,0.11662309
orf19.1053,-0.638987833,0.364901275
orf19.1797,-0.639903971,0.145733905
orf19.4056,-0.64276725,0.023709448
orf19.1760,-0.644094828,0.165216176
orf19.5406,-0.644557475,0.164209291
orf19.4210,-0.645846931,0.033424615
orf19.3124,-0.64983508,0.066269442
orf19.681,-0.651450824,0.204016677
orf19.3204,-0.652047331,0.028445595
orf19.1287,-0.656071382,0.01822822
orf19.1333,-0.667444859,0.132947631
orf19.2462,-0.671958852,0.318378801
orf19.2954,-0.672331831,0.056655545
orf19.2384,-0.67437154,0.15656647
orf19.728,-0.678171934,0.033007315
orf19.3765,-0.698568866,0.080870346
orf19.6287,-0.701887057,0.120630236
orf19.1671,-0.703719152,0.107922161
orf19.2264,-0.706365812,0.020853982
orf19.1702,-0.710939943,0.153492162
orf19.3921,-0.715812452,0.075072868
orf19.1204,-0.716167427,0.00735616
orf19.233.1,-0.720381149,0.100275347
orf19.6146,-0.725562772,0.011460788
orf19.1658,-0.726003567,0.016551936
orf19.6705,-0.728216301,0.016694912
orf19.4506,-0.729973432,0.160886975
orf19.3964,-0.73450532,0.025877755
orf19.1112,-0.738379199,0.01822822
orf19.4519,-0.739312836,0.127979409
orf19.1051,-0.740550231,0.249359207
orf19.1973,-0.742828051,0.041837258
orf19.4629,-0.743485791,0.025994878
orf19.1648,-0.747497755,0.029880683
orf19.1155,-0.748928637,0.023077029
orf19.351,-0.757023023,0.046640145
orf19.7401,-0.761873362,0.032899117
orf19.5350,-0.762874795,0.021582958
orf19.3624,-0.76583679,0.033424615
orf19.7065,-0.774317583,0.022105219
orf19.1795,-0.778566982,0.006813065
orf19.2347,-0.780374776,0.00799509
orf19.3611,-0.794958917,0.108648894
orf19.4779,-0.7962056,0.020166112
orf19.3777,-0.804348912,0.044555675
orf19.4064,-0.812031392,0.025568072
orf19.3607,-0.815107568,0.091229258
orf19.4502,-0.816897174,0.020166112
orf19.2529,-0.8190328,0.007536546
orf19.3526,-0.820021387,0.010607552
orf19.4844,-0.821267298,0.058103477
orf19.2655,-0.823112223,0.013795388
orf19.5971,-0.824237907,0.01560288
orf19.1382,-0.82761832,0.014376379
orf19.6071,-0.828153148,0.034922214
orf19.3481,-0.835470524,0.001722155
orf19.7568,-0.840898722,0.141812104
orf19.6885,-0.847070755,0.043712086
orf19.3533,-0.848487229,0.028232577
orf19.6981,-0.848571463,0.009303463
orf19.4324,-0.852105287,0.031377557
orf19.814,-0.853234146,0.169471026
orf19.2941,-0.858103543,0.007021446
orf19.3428,-0.859065046,0.011053526
orf19.6498,-0.85928841,0.08160857
orf19.2601,-0.872094985,0.662134339
orf19.3763,-0.872285622,0.009796077
orf19.6133,-0.879917204,0.282683104
orf19.3471,-0.884585959,0.034922214
orf19.4939,-0.900402011,0.165387453
orf19.2538,-0.904441258,0.012723826
orf19.2956,-0.906569881,0.037627718
orf19.1439,-0.90735604,0.015895297
orf19.3340,-0.907370414,0.017485617
orf19.1872,-0.910009459,0.002974024
orf19.1468,-0.911862659,0.005199556
orf19.2266,-0.913189529,0.355130234
orf19.1981,-0.917460633,0.052032855
orf19.5558,-0.922309407,0.120630236
orf19.3991,-0.928967841,0.001512931
orf19.5908,-0.933274116,0.002284021
orf19.2045,-0.942004068,0.006180598
orf19.568,-0.949033644,0.001402247
orf19.4961,-0.962373698,0.132808378
orf19.5994,-0.969357973,0.198722095
orf19.3106,-0.973986471,0.010607552
orf19.234,-0.974208567,0.012839541
orf19.5576,-0.980231095,0.006441353
orf19.6068,-0.983868471,0.003050814
orf19.6719,-0.985707828,0.129554556
orf19.5818,-0.989360509,0.045650548
orf19.2333,-0.991679872,0.008336847
orf19.478,-0.993657074,0.010881235
orf19.1682,-0.993686367,0.001970957
orf19.2973,-1.000083551,0.002668106
orf19.2983,-1.000663071,0.024739774
orf19.1675,-1.000728298,0.003612217
orf19.4308,-1.014115475,0.039472041
orf19.3205,-1.014908343,0.023549857
orf19.6887,-1.015085607,0.007738833
orf19.2031,-1.018280802,0.013759184
orf19.3290,-1.023013514,0.007550767
orf19.5550,-1.024409388,0.005107622
orf19.7478,-1.024743861,0.01499154
orf19.5662,-1.025765438,0.011122943
orf19.789,-1.02831477,0.056445957
orf19.2245,-1.032738089,0.000235073
orf19.4758,-1.033764395,0.005430675
orf19.6794,-1.041370207,0.023709448
orf19.3010,-1.051543897,0.008660836
orf19.7355,-1.051561181,0.201658131
orf19.4721,-1.059035012,0.005702411
orf19.5206,-1.063506035,0.010783654
orf19.3581,-1.081943447,0.007015253
orf19.4985,-1.099355014,0.028985578
orf19.102,-1.111042583,0.004873803
orf19.1957,-1.116337874,0.149605434
orf19.7613,-1.117546068,0.007458664
orf19.3788,-1.117941009,0.016292337
orf19.5789,-1.124034621,0.015831602
orf19.6736,-1.125548335,0.028983424
orf19.5437,-1.13628775,2.50E-05
orf19.506,-1.147586538,0.044555675
orf19.5411,-1.150437319,0.002479424
orf19.6035,-1.172534613,0.015307782
orf19.2934,-1.172609177,0.005430557
orf19.1940,-1.172712295,0.000133136
orf19.3542,-1.175257973,0.002626647
orf19.7412,-1.175557043,0.006813065
orf19.4766,-1.18089246,0.000350957
orf19.5459,-1.181622022,0.000114686
orf19.2167,-1.189669132,0.000202153
orf19.4755,-1.213534406,0.026938932
orf19.1462,-1.222510034,0.000235973
orf19.331,-1.233537642,0.000359406
orf19.3613,-1.241388973,3.63E-05
orf19.7254,-1.266397,0.001810039
orf19.6863,-1.27370795,7.56E-05
orf19.5369,-1.276140671,0.00473752
orf19.6531,-1.282099712,0.013759184
orf19.1619,-1.283966882,0.008130731
orf19.2984,-1.288778914,0.000351662
orf19.3764,-1.289791642,0.000262385
orf19.4967,-1.296790732,0.003215443
orf19.1662,-1.307946271,0.025821061
orf19.5595,-1.318665274,0.064598383
orf19.1734,-1.328650614,0.002742509
orf19.414,-1.337265217,0.000666316
orf19.1871,-1.350881994,0.002742543
orf19.6915,-1.352471617,0.001202271
orf19.5645,-1.356049943,0.002406716
orf19.2909,-1.37876946,0.000140374
orf19.3357,-1.411245545,0.000470904
orf19.171,-1.469503265,0.000266155
orf19.1480,-1.469757761,0.000567217
orf19.6364,-1.472696357,0.000351451
orf19.4252,-1.488642883,0.000899771
orf19.330.1,-1.490083797,0.002023122
orf19.3207,-1.511919424,0.005034848
orf19.4929,-1.524466823,0.005300801
orf19.6448,-1.553201168,0.000180555
orf19.2387,-1.560121027,0.000499593
orf19.2644,-1.567546726,0.001415766
orf19.2415,-1.567580645,0.00215648
orf19.6011,-1.591701677,5.37E-06
orf19.6789,-1.606971214,0.000605724
orf19.6416,-1.613958685,1.26E-05
orf19.3950,-1.6268032,0.000222149
orf19.2785,-1.643229393,0.000103066
orf19.7088,-1.649801407,0.000287748
orf19.4123,-1.674306694,0.000626376
orf19.2678,-1.695176874,0.000811928
orf19.4231,-1.705110628,2.78E-06
orf19.2987,-1.721226333,3.47E-05
orf19.4754,-1.72487575,0.000163419
orf19.4016,-1.731559697,0.001100595
orf19.6930,-1.737460043,0.000333852
orf19.3480,-1.750302683,1.56E-05
orf19.3399,-1.775375137,7.46E-05
orf19.4529,-1.792976066,9.36E-05
orf19.4605,-1.80685118,0.000321917
orf19.3838,-1.807091641,3.22E-05
orf19.5629,-1.830129087,1.13E-06
orf19.6866,-1.858246572,0.004618068
orf19.6829,-1.862923676,0.000635386
orf19.1096,-1.866804248,0.068217626
orf19.6533,-1.872451501,6.57E-06
orf19.7572,-1.875313435,0.162531512
orf19.548,-1.886453976,4.87E-06
orf19.6444,-1.888214641,7.09E-06
orf19.2520,-1.899826237,3.31E-05
orf19.5061,-1.919107546,2.68E-06
orf19.4297,-1.945151587,1.97E-05
orf19.6634,-1.966634041,8.32E-06
orf19.4299,-1.974502464,0.000371169
orf19.4725,-1.979289927,0.005940565
orf19.578,-1.999837016,0.368863125
orf19.3823,-2.0007685,5.22E-05
orf19.2439,-2.003865883,0.000145101
orf19.1012,-2.026268132,1.65E-05
orf19.3010.1,-2.036116584,3.39E-05
orf19.7446,-2.041515892,0.00473039
orf19.3700,-2.047354498,0.0003625
orf19.5772,-2.053784559,1.52E-05
orf19.898,-2.054327428,0.000122318
orf19.7219,-2.065752531,0.107942238
orf19.1666,-2.130141511,6.87E-05
orf19.5004,-2.16584085,3.64E-07
orf19.5133,-2.19461165,9.95E-07
orf19.168,-2.196451349,6.29E-06
orf19.6738,-2.201843381,0.518144013
orf19.4853,-2.275045395,0.000351451
orf19.2803,-2.27527222,1.56E-05
orf19.3463,-2.302732431,3.53E-06
orf19.7001,-2.310829369,0.00021316
orf19.2185,-2.343783146,5.58E-06
orf19.5751,-2.41224554,5.34E-05
orf19.3023,-2.426012129,0.000474542
orf19.2709,-2.438422013,8.02E-05
orf19.2767,-2.439836855,0.000173442
orf19.7611,-2.456683167,0.000971209
orf19.3127,-2.461463389,4.07E-05
orf19.6094,-2.461672482,1.56E-05
orf19.1285,-2.471678143,0.02291413
orf19.250,-2.554949737,3.78E-06
orf19.2639,-2.566392563,3.46E-05
orf19.1063,-2.59320128,1.30E-05
orf19.2852,-2.604602667,0.000202067
orf19.4932,-2.624522324,0.001150648
orf19.4204,-2.646466609,3.92E-07
orf19.6752,-2.716706277,9.71E-07
orf19.2236,-2.762630744,3.90E-05
orf19.5934,-2.769570587,1.49E-06
orf19.2844,-2.789835336,5.21E-05
orf19.3321,-2.792255126,0.000491324
orf19.5747,-2.848143753,3.61E-06
orf19.4112,-2.848212561,0.651063086
orf19.7179,-2.848557209,0.001744416
orf19.6846,-2.860401771,2.36E-05
orf19.397,-2.873256669,4.76E-05
orf19.3468,-2.880675432,5.34E-08
orf19.2416.1,-2.92294074,1.08E-05
orf19.1936,-2.941338041,2.03E-06
orf19.494,-3.00515606,7.55E-08
orf19.2510,-3.027353827,0.000117104
orf19.25,-3.034458274,2.04E-06
orf19.4410,-3.071161979,7.69E-07
orf19.1220,-3.073661092,1.09E-08
orf19.4301,-3.091017409,0.001738984
orf19.7571,-3.159935652,1.60E-05
orf19.7298,-3.169983994,0.070578805
orf19.6900,-3.195822319,3.94E-08
orf19.4836,-3.210170589,7.62E-06
orf19.7337,-3.254608758,0.018590191
orf19.3170,-3.299563838,3.79E-08
orf19.1055,-3.306875186,8.67E-07
orf19.6081,-3.314303893,1.75E-09
orf19.1422,-3.36776079,3.79E-08
orf19.6778,-3.408421026,3.39E-05
orf19.6045,-3.440210117,5.64E-06
orf19.6165,-3.450046208,3.54E-05
orf19.6804,-3.494408738,7.56E-05
orf19.4106,-3.497216864,1.49E-06
orf19.1967,-3.537915108,5.09E-06
orf19.3203,-3.548948753,9.21E-07
orf19.3957,-3.550871928,1.16E-05
orf19.5161,-3.55186125,6.43E-05
orf19.58,-3.569584135,3.93E-10
orf19.498,-3.579547124,6.36E-08
orf19.1993,-3.631709846,0.000524817
orf19.3415,-3.659348143,6.97E-06
orf19.1119,-3.67207155,2.85E-09
orf19.5214,-3.703666215,3.09E-08
orf19.3938,-3.715172517,5.91E-08
orf19.585,-3.71780838,3.36E-05
orf19.738,-3.720051051,4.88E-06
orf19.6385,-3.758993427,1.88E-06
orf19.7567,-3.791530524,0.000304393
orf19.56,-3.792155325,2.35E-05
orf19.2690,-3.800909888,3.92E-07
orf19.6538,-3.81339831,4.73E-09
orf19.3038,-3.822022568,3.04E-06
orf19.863,-3.841447676,2.86E-07
orf19.6129,-3.844061209,3.66E-07
orf19.481,-3.856719527,9.84E-06
orf19.4909,-3.859429981,0.000465334
orf19.1545,-3.867137026,4.52E-06
orf19.5865,-3.897202074,2.02E-09
orf19.1367,-3.902133487,1.11E-07
orf19.2782,-3.91845047,1.28E-09
orf19.318,-3.932166369,9.02E-06
orf19.1526,-3.932662521,4.88E-06
orf19.2921,-3.935158588,0.000312242
orf19.5171,-3.942525383,2.88E-05
orf19.2438,-3.950259868,1.68E-07
orf19.5294,-3.959097852,2.38E-07
orf19.7391,-3.984948768,6.78E-07
orf19.6779,-4.007365776,0.000648701
orf19.5989,-4.00996526,9.27E-09
orf19.4650,-4.03115666,5.34E-08
orf19.1585,-4.033213793,0.000363302
orf19.4176,-4.058615828,3.69E-06
orf19.3545,-4.060395684,4.85E-07
orf19.1224,-4.078496233,0.050620025
orf19.3952,-4.099648814,4.83E-07
orf19.7635,-4.154890374,9.55E-05
orf19.4342,-4.20548701,5.16E-07
orf19.5064,-4.207112771,1.46E-06
orf19.7486,-4.311975488,4.40E-07
orf19.5610,-4.312146249,4.07E-05
orf19.3367,-4.332765862,1.28E-05
orf19.3559,-4.336882197,1.49E-06
orf19.2166,-4.343625544,1.90E-07
orf19.7638,-4.370834058,6.86E-05
orf19.2444,-4.376478881,3.48E-06
orf19.2563,-4.426176813,3.93E-06
orf19.3348,-4.451943769,9.17E-07
orf19.1977,-4.45711046,2.20E-06
orf19.3532,-4.457608508,9.79E-06
orf19.3022,-4.465864847,2.40E-09
orf19.2019,-4.469727432,1.72E-07
orf19.2998,-4.494654834,1.42E-06
orf19.7201,-4.503080878,3.60E-08
orf19.2214,-4.51914489,1.87E-06
orf19.4594,-4.530301912,2.47E-05
orf19.6561,-4.535575907,1.15E-07
orf19.5838,-4.571080693,8.48E-07
orf19.1233,-4.629656945,2.82E-08
orf19.1170,-4.661817669,1.25E-08
orf19.831,-4.672284962,8.80E-08
orf19.4187,-4.760023429,4.34E-07
orf19.2977,-4.770657768,5.05E-07
orf19.1966,-4.774125707,1.34E-07
orf19.4341,-4.777062097,6.36E-09
orf19.3247,-4.81051693,3.59E-05
orf19.4813,-4.811380311,4.39E-05
orf19.4830,-4.821891193,1.40E-06
orf19.5015,-4.839602942,8.57E-07
orf19.2478.1,-4.853901747,6.77E-07
orf19.169,-4.862356216,6.19E-07
orf19.3064,-4.905752852,5.34E-08
orf19.947,-4.923712876,4.06E-07
orf19.658,-4.942182771,6.36E-09
orf19.3715,-5.021748705,3.24E-07
orf19.4290,-5.025128174,6.06E-08
orf19.606,-5.0415024,0.01024497
orf19.4517,-5.061765762,6.66E-07
orf19.6548,-5.105921168,3.76E-06
orf19.4208,-5.130732124,2.88E-09
orf19.953.1,-5.133261635,1.19E-08
orf19.1555,-5.174776418,2.49E-08
orf19.3911,-5.20534978,3.86E-08
orf19.4885,-5.292455294,8.90E-07
orf19.3037,-5.295107607,1.18E-05
orf19.2951,-5.309680432,2.37E-08
orf19.2877,-5.32342566,3.57E-06
orf19.2070,-5.354037319,6.36E-09
orf19.6813,-5.362651497,2.20E-09
orf19.6057,-5.390514241,3.40E-08
orf19.2876,-5.401975352,1.02E-08
orf19.6034,-5.407397519,3.61E-06
orf19.6875,-5.415061667,1.14E-10
orf19.2303,-5.46886841,5.16E-07
orf19.2555,-5.537327174,4.29E-07
orf19.1934,-5.539293007,1.49E-06
orf19.1453,-5.543330162,1.25E-08
orf19.1792,-5.589218875,2.49E-08
orf19.1826,-5.58940874,2.62E-07
orf19.7466,-5.592722255,1.90E-06
orf19.1849,-5.610116454,3.11E-08
orf19.7604,-5.611281456,0.015843852
orf19.6511,-5.687706978,1.10E-07
orf19.4040,-5.693133627,3.65E-05
orf19.2929,-5.69837462,1.61E-08
orf19.2055,-5.707887494,1.76E-08
orf19.5657,-5.750486929,1.48E-05
orf19.4283,-5.751126573,2.33E-07
orf19.1548,-5.810269709,1.04E-05
orf19.5053,-5.817639482,2.57E-06
orf19.4837,-5.847947563,2.98E-07
orf19.6851,-5.870997485,6.37E-09
orf19.3870,-5.88357204,4.72E-08
orf19.1559,-5.888256398,5.27E-07
orf19.4441,-5.903142687,1.76E-07
orf19.1866,-5.95812265,9.17E-08
orf19.4152,-5.970856762,0.005036949
orf19.5788,-5.973535534,0.000787597
orf19.955,-5.975485395,1.58E-06
orf19.1250,-6.003319325,1.90E-10
orf19.5735,-6.046938234,2.11E-05
orf19.1111,-6.053622631,1.64E-09
orf19.5297,-6.059991188,6.36E-09
orf19.395,-6.1200884,2.97E-06
orf19.5607,-6.120601879,4.78E-07
orf19.6127,-6.124289329,2.55E-08
orf19.5117,-6.144043813,1.95E-09
orf19.3609,-6.153578162,3.92E-07
orf19.663,-6.164245295,2.85E-07
orf19.4051,-6.261826526,7.09E-06
orf19.6010.1,-6.309778714,5.28E-10
orf19.4809,-6.32396346,5.03E-08
orf19.657,-6.354313667,1.65E-07
orf19.1484,-6.450724036,5.16E-07
orf19.3177,-6.45784772,9.83E-09
orf19.3465,-6.464741561,5.69E-10
orf19.5463,-6.488587387,2.37E-08
orf19.1084,-6.494107153,6.36E-09
orf19.5263,-6.506399276,2.02E-07
orf19.3575,-6.600734241,2.40E-09
orf19.667.1,-6.610133926,5.35E-06
orf19.5521,-6.675286407,1.73E-07
orf19.721,-6.767123652,5.31E-08
orf19.2112,-6.767906364,9.27E-07
orf19.2090,-6.775383855,5.31E-08
orf19.7484,-6.81723766,5.77E-11
orf19.1923,-6.838377108,2.93E-06
orf19.390,-6.905216233,1.61E-08
orf19.5906,-6.914905241,1.12E-07
orf19.3324,-6.917523551,7.64E-08
orf19.1336,-7.007419009,5.22E-08
orf19.2964,-7.059210329,7.96E-07
orf19.4718,-7.072164967,5.34E-08
orf19.2618,-7.098849935,3.48E-05
orf19.4375.1,-7.101704065,9.47E-08
orf19.2117,-7.151185531,3.92E-07
orf19.1949,-7.16827797,3.67E-09
orf19.2935,-7.171332454,6.36E-09
orf19.144,-7.186893409,1.18E-07
orf19.5416,-7.193107872,8.21E-07
orf19.1661,-7.200458706,2.16E-09
orf19.6988,-7.212205162,5.34E-08
orf19.4808,-7.21907246,1.71E-07
orf19.4193.1,-7.22373077,2.78E-10
orf19.5949,-7.235391953,6.43E-10
orf19.3002,-7.248574235,3.49E-10
orf19.2485,-7.251682952,1.24E-07
orf19.3846,-7.304783035,5.69E-10
orf19.906,-7.32747399,1.72E-06
orf19.3086,-7.336689116,4.85E-07
orf19.3099,-7.34338348,1.19E-09
orf19.6155,-7.353034039,7.11E-07
orf19.1988,-7.378667223,2.38E-08
orf19.2827,-7.39292,4.83E-11
orf19.3415.1,-7.402363537,1.19E-10
orf19.1528,-7.455528016,6.36E-09
orf19.5964,-7.459426943,3.34E-10
orf19.1575,-7.460122073,2.40E-09
orf19.2330,-7.472588321,2.45E-09
orf19.1986,-7.475314497,1.26E-07
orf19.1444,-7.480970073,7.54E-09
orf19.4136,-7.484449407,6.36E-09
orf19.2994.1,-7.489333834,3.87E-08
orf19.2600,-7.493741349,2.37E-08
orf19.5243,-7.495125057,6.37E-09
orf19.4882,-7.504109357,3.11E-08
orf19.1235,-7.504590785,1.63E-06
orf19.6041,-7.516881847,2.13E-08
